chrX	1	100001	0	0.0	NA
chrX	100001	200001	0	0.0	NA
chrX	200001	300001	1	0.0	0.0
chrX	300001	400001	0	0.0	NA
chrX	400001	500001	13410	1743.0	0.129977628635
chrX	500001	600001	27234	3328.0	0.122200190938
chrX	600001	700001	22443	2865.0	0.127656730384
chrX	700001	800001	22941	2654.0	0.115688069395
chrX	800001	900001	19135	2266.0	0.118421740267
chrX	900001	1000001	25437	2994.0	0.117702559264
chrX	1000001	1100001	6820	692.0	0.10146627566
chrX	1100001	1200001	10241	1202.0	0.117371350454
chrX	1200001	1300001	11528	1425.0	0.123612074948
chrX	1300001	1400001	9571	1045.0	0.109183993313
chrX	1400001	1500001	12506	1458.0	0.116584039661
chrX	1500001	1600001	22258	2530.0	0.113666996136
chrX	1600001	1700001	22522	2438.0	0.108249711393
chrX	1700001	1800001	20072	1989.0	0.0990932642487
chrX	1800001	1900001	19318	1848.0	0.0956620768195
chrX	1900001	2000001	23203	2434.0	0.104900228419
chrX	2000001	2100001	12923	1356.0	0.104929196007
chrX	2100001	2200001	17840	1597.0	0.0895179372197
chrX	2200001	2300001	31257	2876.0	0.0920113894488
chrX	2300001	2400001	26143	2514.0	0.0961634089431
chrX	2400001	2500001	37585	2666.0	0.0709325528801
chrX	2500001	2600001	40144	2779.0	0.0692257871662
chrX	2600001	2700001	43030	2992.0	0.0695328840344
chrX	2700001	2800001	43042	2589.0	0.060150550625
chrX	2800001	2900001	31273	1962.0	0.0627378249608
chrX	2900001	3000001	31472	1877.0	0.0596403152008
chrX	3000001	3100001	39426	2105.0	0.0533911631918
chrX	3100001	3200001	47527	2657.0	0.0559050644897
chrX	3200001	3300001	44372	2543.0	0.0573109167944
chrX	3300001	3400001	47117	2578.0	0.0547148587559
chrX	3400001	3500001	43683	2338.0	0.0535219650665
chrX	3500001	3600001	44895	2670.0	0.0594721015703
chrX	3600001	3700001	35938	2082.0	0.0579331070176
chrX	3700001	3800001	35463	2459.0	0.0693398753631
chrX	3800001	3900001	31656	1777.0	0.0561346980035
chrX	3900001	4000001	49187	2549.0	0.0518226360624
chrX	4000001	4100001	39805	2109.0	0.0529832935561
chrX	4100001	4200001	40832	2245.0	0.0549813871473
chrX	4200001	4300001	41876	2390.0	0.0570732639221
chrX	4300001	4400001	51466	2926.0	0.0568530680449
chrX	4400001	4500001	39917	2147.0	0.05378660721
chrX	4500001	4600001	44741	2522.0	0.0563688786572
chrX	4600001	4700001	43455	2421.0	0.0557128063514
chrX	4700001	4800001	43067	2429.0	0.0564004922563
chrX	4800001	4900001	47087	2827.0	0.0600378023658
chrX	4900001	5000001	55981	3362.0	0.0600560904593
chrX	5000001	5100001	46399	2695.0	0.0580831483437
chrX	5100001	5200001	51763	3053.0	0.0589803527616
chrX	5200001	5300001	43040	2529.0	0.0587592936803
chrX	5300001	5400001	42526	2375.0	0.0558481869915
chrX	5400001	5500001	44863	2565.0	0.0571740632593
chrX	5500001	5600001	47423	2617.0	0.0551841933239
chrX	5600001	5700001	50818	2705.0	0.0532291707663
chrX	5700001	5800001	52939	2894.0	0.0546666918529
chrX	5800001	5900001	63307	3376.0	0.0533274361445
chrX	5900001	6000001	54895	2946.0	0.0536660898078
chrX	6000001	6100001	57097	3130.0	0.0548189922413
chrX	6100001	6200001	57840	3031.0	0.0524031811895
chrX	6200001	6300001	43314	2335.0	0.0539086669437
chrX	6300001	6400001	52310	2832.0	0.0541387879946
chrX	6400001	6500001	45265	2425.0	0.0535734010825
chrX	6500001	6600001	47368	2437.0	0.0514482350954
chrX	6600001	6700001	50704	2702.0	0.0532896812875
chrX	6700001	6800001	50578	2579.0	0.0509905492507
chrX	6800001	6900001	42460	2182.0	0.0513895430994
chrX	6900001	7000001	56325	2744.0	0.0487172658677
chrX	7000001	7100001	60564	3123.0	0.0515652863087
chrX	7100001	7200001	51239	2519.0	0.049161771307
chrX	7200001	7300001	55160	2630.0	0.0476794778825
chrX	7300001	7400001	59343	2856.0	0.0481269905465
chrX	7400001	7500001	49676	2301.0	0.0463201546018
chrX	7500001	7600001	51733	2493.0	0.0481897434906
chrX	7600001	7700001	23460	1165.0	0.0496589940324
chrX	7700001	7800001	57562	2812.0	0.0488516729787
chrX	7800001	7900001	61078	3082.0	0.0504600674547
chrX	7900001	8000001	55569	2767.0	0.0497939498641
chrX	8000001	8100001	54744	2696.0	0.0492474061084
chrX	8100001	8200001	52786	2546.0	0.0482324858864
chrX	8200001	8300001	55557	2662.0	0.0479147542164
chrX	8300001	8400001	57174	2751.0	0.0481162766292
chrX	8400001	8500001	53259	2762.0	0.0518597795678
chrX	8500001	8600001	57925	2760.0	0.0476478204575
chrX	8600001	8700001	61478	2863.0	0.0465695045382
chrX	8700001	8800001	52668	2840.0	0.0539226855016
chrX	8800001	8900001	56992	2598.0	0.0455853453116
chrX	8900001	9000001	41018	2198.0	0.0535862304354
chrX	9000001	9100001	52663	2571.0	0.0488198545468
chrX	9100001	9200001	53372	2511.0	0.0470471408229
chrX	9200001	9300001	56607	2794.0	0.049357853269
chrX	9300001	9400001	40622	2162.0	0.0532223918074
chrX	9400001	9500001	48441	2395.0	0.0494415887368
chrX	9500001	9600001	62155	3254.0	0.0523529884965
chrX	9600001	9700001	61301	3443.0	0.0561654785403
chrX	9700001	9800001	47009	2332.0	0.0496075219639
chrX	9800001	9900001	58113	2954.0	0.0508319997247
chrX	9900001	10000001	42919	2218.0	0.05167874368
chrX	10000001	10100001	65188	3307.0	0.0507301957415
chrX	10100001	10200001	47118	2263.0	0.0480283543444
chrX	10200001	10300001	50542	2217.0	0.0438645087254
chrX	10300001	10400001	54640	2301.0	0.0421120058565
chrX	10400001	10500001	61655	2386.0	0.0386992133647
chrX	10500001	10600001	64874	2601.0	0.0400931035546
chrX	10600001	10700001	52324	2109.0	0.0403065514869
chrX	10700001	10800001	31070	1360.0	0.0437721274541
chrX	10800001	10900001	52219	2121.0	0.040617399797
chrX	10900001	11000001	51768	2270.0	0.0438494823057
chrX	11000001	11100001	43459	1956.0	0.0450079385168
chrX	11100001	11200001	59916	2626.0	0.0438280259029
chrX	11200001	11300001	58676	2901.0	0.049440998023
chrX	11300001	11400001	62749	2860.0	0.0455784155923
chrX	11400001	11500001	59393	2738.0	0.0460997087199
chrX	11500001	11600001	46933	2264.0	0.04823897897
