1	100001
100001	200001
200001	300001
300001	400001
400001	500001
500001	600001
600001	700001
700001	800001
800001	900001
900001	1000001
1000001	1100001
1100001	1200001
1200001	1300001
1300001	1400001
1400001	1500001
1500001	1600001
1600001	1700001
1700001	1800001
1800001	1900001
1900001	2000001
2000001	2100001
2100001	2200001
2200001	2300001
2300001	2400001
2400001	2500001
2500001	2600001
2600001	2700001
2700001	2800001
2800001	2900001
2900001	3000001
3000001	3100001
3100001	3200001
3200001	3300001
3300001	3400001
3400001	3500001
3500001	3600001
3600001	3700001
3700001	3800001
3800001	3900001
3900001	4000001
4000001	4100001
4100001	4200001
4200001	4300001
4300001	4400001
4400001	4500001
4500001	4600001
4600001	4700001
4700001	4800001
4800001	4900001
4900001	5000001
5000001	5100001
5100001	5200001
5200001	5300001
5300001	5400001
5400001	5500001
5500001	5600001
5600001	5700001
5700001	5800001
5800001	5900001
5900001	6000001
6000001	6100001
6100001	6200001
6200001	6300001
6300001	6400001
6400001	6500001
6500001	6600001
6600001	6700001
6700001	6800001
6800001	6900001
6900001	7000001
7000001	7100001
7100001	7200001
7200001	7300001
7300001	7400001
7400001	7500001
7500001	7600001
7600001	7700001
7700001	7800001
7800001	7900001
7900001	8000001
8000001	8100001
8100001	8200001
8200001	8300001
8300001	8400001
8400001	8500001
8500001	8600001
8600001	8700001
8700001	8800001
8800001	8900001
8900001	9000001
9000001	9100001
9100001	9200001
9200001	9300001
9300001	9400001
9400001	9500001
9500001	9600001
9600001	9700001
9700001	9800001
9800001	9900001
9900001	10000001
10000001	10100001
10100001	10200001
10200001	10300001
10300001	10400001
10400001	10500001
10500001	10600001
10600001	10700001
10700001	10800001
10800001	10900001
10900001	11000001
11000001	11100001
11100001	11200001
11200001	11300001
11300001	11400001
11400001	11500001
11500001	11600001
11600001	11700001
11700001	11800001
11800001	11900001
11900001	12000001
12000001	12100001
12100001	12200001
12200001	12300001
12300001	12400001
12400001	12500001
12500001	12600001
12600001	12700001
12700001	12800001
12800001	12900001
12900001	13000001
13000001	13100001
13100001	13200001
13200001	13300001
13300001	13400001
13400001	13500001
13500001	13600001
13600001	13700001
13700001	13800001
13800001	13900001
13900001	14000001
14000001	14100001
14100001	14200001
14200001	14300001
14300001	14400001
14400001	14500001
14500001	14600001
14600001	14700001
14700001	14800001
14800001	14900001
14900001	15000001
15000001	15100001
15100001	15200001
15200001	15300001
15300001	15400001
15400001	15500001
15500001	15600001
15600001	15700001
15700001	15800001
15800001	15900001
15900001	16000001
16000001	16100001
16100001	16200001
16200001	16300001
16300001	16400001
16400001	16500001
16500001	16600001
16600001	16700001
16700001	16800001
16800001	16900001
16900001	17000001
17000001	17100001
17100001	17200001
17200001	17300001
17300001	17400001
17400001	17500001
17500001	17600001
