1	2699001
2699001	5398001
5398001	8097001
8097001	10796001
10796001	13495001
13495001	16194001
16194001	18893001
18893001	21592001
21592001	24291001
24291001	26990001
26990001	29689001
29689001	32388001
32388001	35087001
35087001	37786001
37786001	40485001
40485001	43184001
43184001	45883001
45883001	48582001
48582001	51281001
51281001	53980001
53980001	56679001
56679001	59378001
59378001	62077001
62077001	64776001
64776001	67475001
67475001	70174001
70174001	72873001
72873001	75572001
75572001	78271001
78271001	80970001
80970001	83669001
83669001	86368001
86368001	89067001
89067001	91766001
91766001	94465001
94465001	97164001
97164001	99863001
99863001	102562001
102562001	105261001
105261001	107960001
107960001	110659001
110659001	113358001
113358001	116057001
116057001	118756001
118756001	121455001
121455001	124154001
124154001	126853001
126853001	129552001
129552001	132251001
132251001	134950001
134950001	137649001
137649001	140348001
140348001	143047001
143047001	145746001
145746001	148445001
148445001	151144001
151144001	153843001
