chrX	1	60000
chrX	60038	60041
chrX	60446	60468
chrX	60689	61799
chrX	62272	62290
chrX	62703	62797
chrX	62817	62945
chrX	63221	63458
chrX	64077	64138
chrX	64183	64229
chrX	64285	65012
chrX	65622	65623
chrX	66355	66494
chrX	66514	66639
chrX	66901	67437
chrX	68763	69153
chrX	69198	69245
chrX	69300	70043
chrX	70117	70269
chrX	70591	70858
chrX	71008	71012
chrX	71343	71348
chrX	71430	71471
chrX	71583	71590
chrX	71894	71902
chrX	72513	72527
chrX	72806	72829
chrX	73016	73029
chrX	73166	73169
chrX	73314	73328
chrX	74278	74280
chrX	74968	74978
chrX	75294	75427
chrX	75731	76202
chrX	94821	144821
chrX	145691	145873
chrX	145893	146019
chrX	146282	146818
chrX	148251	148642
chrX	148687	148734
chrX	148789	149593
chrX	149743	149747
chrX	150078	150083
chrX	150165	150206
chrX	150318	150325
chrX	150629	150637
chrX	151248	151262
chrX	151541	151564
chrX	151751	151764
chrX	151901	151904
chrX	152049	152063
chrX	153013	153015
chrX	153703	153713
chrX	154028	154165
chrX	154465	154936
chrX	166217	166388
chrX	167743	167783
chrX	168808	168940
chrX	169644	169673
chrX	169781	170718
chrX	171145	171160
chrX	171409	171910
chrX	172203	172253
chrX	172561	173131
chrX	173424	173468
chrX	173843	174023
chrX	174309	174548
chrX	174631	175444
chrX	175549	175580
chrX	176400	176420
chrX	176834	176910
chrX	177002	177099
chrX	177687	178140
chrX	179194	179474
chrX	179600	179604
chrX	179629	179789
chrX	179872	179883
chrX	180188	180195
chrX	180284	180422
chrX	180728	180946
chrX	181119	181122
chrX	181402	181407
chrX	181795	181819
chrX	182109	182457
chrX	182823	182825
chrX	183571	183707
chrX	184065	184176
chrX	184481	184697
chrX	184820	184843
chrX	187499	187914
chrX	191570	191754
chrX	191795	191857
chrX	191926	193864
chrX	194898	194907
chrX	194962	195068
chrX	196823	196939
chrX	197853	198018
chrX	198052	198430
chrX	198714	198725
chrX	198796	198843
chrX	199079	199090
chrX	199400	199401
chrX	199720	199726
chrX	199757	199760
chrX	199821	199856
chrX	199940	199942
chrX	200795	200854
chrX	200981	201133
chrX	202432	202441
chrX	203705	203708
chrX	204447	204522
chrX	204951	204965
chrX	205256	205399
chrX	205536	205673
chrX	206520	206525
chrX	206627	206634
chrX	207112	207314
chrX	207677	207802
chrX	208112	208165
chrX	208321	208553
chrX	208831	208841
chrX	209274	209282
chrX	209579	209701
chrX	209885	210007
chrX	210269	210276
chrX	210643	210650
chrX	211489	211565
chrX	211851	212192
chrX	213089	213236
chrX	213319	213392
chrX	215590	215763
chrX	216002	216145
chrX	216742	216743
chrX	216847	216859
chrX	217000	217030
chrX	217669	217676
chrX	217975	217979
chrX	218106	218114
chrX	218274	218307
chrX	218592	218593
chrX	218879	219061
chrX	219540	220122
chrX	220469	220478
chrX	220764	220803
chrX	221305	221740
chrX	221864	221981
chrX	222588	222593
chrX	222729	222768
chrX	223884	224026
chrX	224179	224398
chrX	224547	225100
chrX	225374	225393
chrX	225691	225997
chrX	226142	226165
chrX	227413	227855
chrX	228056	228085
chrX	228294	228516
chrX	228685	228763
chrX	229144	229432
chrX	229591	229929
chrX	230147	230158
chrX	230562	230594
chrX	230749	230816
chrX	230887	231135
chrX	231384	281552
chrX	281645	281827
chrX	283423	283444
chrX	283747	283782
chrX	283938	284240
chrX	284778	285103
chrX	285633	285866
chrX	286508	286697
chrX	287555	287746
chrX	288051	288197
chrX	288471	288953
chrX	290131	290632
chrX	290925	290952
chrX	291221	291396
chrX	291449	291731
chrX	291781	292469
chrX	292564	292663
chrX	292696	295101
chrX	295252	296626
chrX	296918	296920
chrX	297073	297265
chrX	297573	297688
chrX	297786	297821
chrX	298114	298584
chrX	298900	299249
chrX	299445	299478
chrX	299506	299512
chrX	299631	300191
chrX	300960	301163
chrX	301479	301499
chrX	301675	301743
chrX	301959	302041
chrX	302131	302237
chrX	302279	302617
chrX	302666	303017
chrX	305087	305293
chrX	305314	306085
chrX	306182	306250
chrX	306407	306770
chrX	306871	306908
chrX	306995	307333
chrX	307354	307435
chrX	307510	307535
chrX	307958	307968
chrX	308071	308324
chrX	308428	308697
chrX	310865	312235
chrX	312713	313247
chrX	313301	313664
chrX	313824	313826
chrX	314128	314140
chrX	314401	314479
chrX	315026	315129
chrX	316308	316421
chrX	316555	316750
chrX	317494	317522
chrX	317693	317697
chrX	318472	319575
chrX	319672	319873
chrX	320300	320698
chrX	320985	320986
chrX	321294	322139
chrX	322325	323100
chrX	323380	323519
chrX	323732	323943
chrX	324454	325131
chrX	325289	325298
chrX	327774	327790
chrX	328046	328164
chrX	328297	328451
chrX	328787	328828
chrX	329660	329710
chrX	329855	330578
chrX	330613	333413
chrX	333685	334175
chrX	334262	334416
chrX	334472	334527
chrX	334551	334645
chrX	334713	334796
chrX	334911	335450
chrX	335748	336031
chrX	336370	336532
chrX	336590	336647
chrX	336951	337185
chrX	338824	338989
chrX	339114	339757
chrX	340233	340351
chrX	341228	341238
chrX	341546	341664
chrX	341955	342326
chrX	342632	342919
chrX	343232	343471
chrX	343547	344293
chrX	344869	344996
chrX	345018	345034
chrX	345328	345331
chrX	346186	346271
chrX	346531	346533
chrX	346856	347102
chrX	347484	348647
chrX	348951	348952
chrX	349260	349268
chrX	349550	350255
chrX	350812	350842
chrX	351276	351742
chrX	351785	351799
chrX	352078	352189
chrX	352482	353545
chrX	353603	353605
chrX	353887	354052
chrX	354419	354501
chrX	354809	354811
chrX	355096	355107
chrX	355897	355906
chrX	356209	356485
chrX	356796	356831
chrX	357137	357198
chrX	357270	357281
chrX	357677	357680
chrX	357980	357982
chrX	358283	358704
chrX	359088	359536
chrX	359847	359850
chrX	359941	359965
chrX	360807	360878
chrX	361003	361310
chrX	361612	361756
chrX	362055	362082
chrX	362225	362261
chrX	362561	362647
chrX	362952	363050
chrX	363159	363174
chrX	363212	363265
chrX	363464	363470
chrX	363715	363765
chrX	363897	364615
chrX	365122	365898
chrX	366242	366312
chrX	366616	366920
chrX	367082	367087
chrX	367201	367210
chrX	367314	367323
chrX	370311	370357
chrX	370484	370498
chrX	371162	371558
chrX	371995	372058
chrX	372381	372386
chrX	373051	373352
chrX	373651	373678
chrX	373969	374998
chrX	375646	375648
chrX	375731	376162
chrX	376747	377248
chrX	377878	378131
chrX	379676	380610
chrX	380907	380910
chrX	381379	381406
chrX	381733	381791
chrX	382383	383209
chrX	384414	384543
chrX	384841	384843
chrX	385017	385149
chrX	385280	385287
chrX	385587	386178
chrX	386440	386505
chrX	386606	386629
chrX	386757	386983
chrX	387283	387355
chrX	387694	387921
chrX	388561	389196
chrX	389520	389705
chrX	389858	389882
chrX	389999	390175
chrX	390451	390494
chrX	391380	391391
chrX	391692	392072
chrX	392151	392222
chrX	392583	392666
chrX	392839	392930
chrX	393822	393917
chrX	394237	394412
chrX	394551	394944
chrX	395770	396624
chrX	397036	397102
chrX	398091	398304
chrX	398332	398893
chrX	398928	399067
chrX	399374	399691
chrX	399967	400309
chrX	401456	402070
chrX	402290	402360
chrX	402718	402720
chrX	403024	403027
chrX	403146	403422
chrX	403586	403587
chrX	403813	403946
chrX	403982	405129
chrX	406139	407137
chrX	407222	407404
chrX	407729	407755
chrX	408330	408339
chrX	409482	410056
chrX	410177	410178
chrX	410462	410464
chrX	411499	411656
chrX	411988	412019
chrX	412300	412515
chrX	412678	412943
chrX	412996	413006
chrX	413757	413835
chrX	413878	413890
chrX	413925	414029
chrX	414330	414493
chrX	414633	414727
chrX	415293	415296
chrX	415526	415661
chrX	415956	415957
chrX	416060	416116
chrX	416166	416532
chrX	416726	416771
chrX	417357	417361
chrX	417576	417594
chrX	418558	418653
chrX	418954	419016
chrX	419152	419236
chrX	419459	419538
chrX	419857	419859
chrX	420163	422126
chrX	422226	422243
chrX	423537	424168
chrX	424465	424466
chrX	424639	424644
chrX	424887	424889
chrX	425019	425030
chrX	425280	425304
chrX	425597	425660
chrX	426249	426873
chrX	426908	427040
chrX	427508	427518
chrX	427670	427681
chrX	428098	428359
chrX	428658	429046
chrX	429345	429380
chrX	430236	430579
chrX	431225	431280
chrX	431588	432211
chrX	432238	432812
chrX	432842	432961
chrX	433497	433646
chrX	433777	433783
chrX	433907	433914
chrX	434886	434901
chrX	435007	435044
chrX	435165	435226
chrX	436580	436834
chrX	436901	437281
chrX	437404	437734
chrX	438288	439024
chrX	439331	439358
chrX	439414	439449
chrX	439724	439726
chrX	440262	440266
chrX	440358	440558
chrX	441609	441682
chrX	441960	442064
chrX	442850	442900
chrX	442942	442962
chrX	443204	444131
chrX	444433	444435
chrX	444517	444672
chrX	446188	446679
chrX	447021	447042
chrX	447256	447260
chrX	447300	447493
chrX	447786	447822
chrX	448151	448175
chrX	448912	449409
chrX	449503	449620
chrX	450656	451179
chrX	451834	452232
chrX	454012	454032
chrX	454145	454189
chrX	454237	454310
chrX	454379	454393
chrX	454651	455245
chrX	455319	455555
chrX	455831	456127
chrX	456260	456262
chrX	456824	456852
chrX	457060	457119
chrX	457426	458406
chrX	458427	458769
chrX	460159	460334
chrX	460371	461498
chrX	463610	463855
chrX	463924	463932
chrX	463972	463984
chrX	464140	464148
chrX	464239	464327
chrX	464427	464573
chrX	464880	464883
chrX	465181	465372
chrX	465400	465612
chrX	465750	465809
chrX	467141	467934
chrX	467963	467968
chrX	468269	468582
chrX	468893	469272
chrX	469297	469426
chrX	470208	470246
chrX	470451	470632
chrX	471122	471132
chrX	471333	471734
chrX	472699	472735
chrX	476785	476872
chrX	477037	477073
chrX	477389	477528
chrX	477559	477730
chrX	478844	479411
chrX	479502	479592
chrX	480121	481002
chrX	481894	482086
chrX	482406	482532
chrX	482776	482902
chrX	483618	483631
chrX	483992	484180
chrX	484482	485020
chrX	485337	485473
chrX	486794	486810
chrX	486868	487840
chrX	489887	489998
chrX	490281	490342
chrX	490797	490799
chrX	491748	491771
chrX	491984	491986
chrX	492041	492553
chrX	492653	492914
chrX	494096	494097
chrX	494210	494221
chrX	494349	494361
chrX	494688	494837
chrX	494866	494870
chrX	495002	495003
chrX	495282	495431
chrX	496039	496125
chrX	496685	497095
chrX	497401	498309
chrX	498600	498893
chrX	499188	499515
chrX	500122	500523
chrX	500953	501000
chrX	501307	501429
chrX	501592	501636
chrX	501943	501962
chrX	502251	502296
chrX	502693	502929
chrX	503284	503334
chrX	504282	504452
chrX	504486	504578
chrX	504689	504726
chrX	505209	505363
chrX	505634	506675
chrX	506788	506789
chrX	507098	507119
chrX	508479	508509
chrX	508812	509810
chrX	511796	511959
chrX	512340	512419
chrX	512820	512842
chrX	513007	513017
chrX	513320	514181
chrX	514849	515358
chrX	516435	516581
chrX	516609	517574
chrX	517659	517660
chrX	517953	517964
chrX	518096	518205
chrX	518502	518697
chrX	519131	519204
chrX	519426	519788
chrX	519907	520059
chrX	520089	520183
chrX	520563	520828
chrX	521136	521171
chrX	521465	521468
chrX	521597	521618
chrX	521825	521826
chrX	522577	522579
chrX	522636	522660
chrX	523534	523572
chrX	523727	523817
chrX	524120	524178
chrX	524325	525012
chrX	525207	525233
chrX	525519	525522
chrX	525655	525750
chrX	525968	525980
chrX	527644	527868
chrX	528481	528650
chrX	529093	529344
chrX	531995	532031
chrX	532226	532746
chrX	533010	533025
chrX	533045	533642
chrX	534597	534622
chrX	534766	536284
chrX	536483	536564
chrX	536824	537412
chrX	537518	537702
chrX	537850	537862
chrX	537912	538256
chrX	539142	539743
chrX	539905	539968
chrX	540753	540754
chrX	542423	542533
chrX	542582	542591
chrX	542617	542886
chrX	542970	542973
chrX	543292	543478
chrX	543941	544214
chrX	544640	544652
chrX	545905	546693
chrX	546734	546914
chrX	547160	547527
chrX	547834	548077
chrX	548405	548450
chrX	548898	548993
chrX	549300	549405
chrX	549753	549907
chrX	550207	550665
chrX	551232	552321
chrX	553018	553290
chrX	553686	553692
chrX	553787	553796
chrX	554111	555162
chrX	555349	555470
chrX	555608	555733
chrX	556016	556466
chrX	556552	556566
chrX	556647	556860
chrX	556987	556999
chrX	557066	557084
chrX	557289	557391
chrX	557580	557589
chrX	557949	558180
chrX	560584	561687
chrX	561713	562312
chrX	563078	563082
chrX	563355	563426
chrX	563735	563744
chrX	564268	564275
chrX	564409	564468
chrX	564736	564740
chrX	565908	566056
chrX	566120	566199
chrX	567134	567230
chrX	567515	568265
chrX	568539	568620
chrX	568908	569056
chrX	569219	569226
chrX	569579	569608
chrX	569731	569732
chrX	570509	570563
chrX	570619	570621
chrX	571038	571058
chrX	571415	571503
chrX	572606	572733
chrX	572789	573221
chrX	573363	573364
chrX	573387	573396
chrX	573448	573471
chrX	573765	573766
chrX	573936	573976
chrX	574014	574016
chrX	574571	574604
chrX	574750	574761
chrX	575917	575919
chrX	576096	576101
chrX	577290	577299
chrX	578183	579041
chrX	579467	579913
chrX	579957	579989
chrX	580023	580674
chrX	580959	581627
chrX	581666	582385
chrX	582510	582512
chrX	582583	582924
chrX	584206	585345
chrX	585678	585729
chrX	586000	586183
chrX	587827	588773
chrX	590333	591632
chrX	591909	592231
chrX	592566	595352
chrX	595561	595568
chrX	595594	595779
chrX	595860	596588
chrX	596620	596868
chrX	597537	597682
chrX	597706	600035
chrX	600070	600105
chrX	600165	600439
chrX	601107	601110
chrX	601356	601555
chrX	601613	601733
chrX	601822	602014
chrX	602441	603431
chrX	604768	605125
chrX	605399	606125
chrX	606158	606267
chrX	606301	606621
chrX	606899	607818
chrX	609263	609626
chrX	610072	611527
chrX	611554	612122
chrX	612166	612376
chrX	612398	612657
chrX	612909	613021
chrX	613043	613689
chrX	614002	614353
chrX	614374	614821
chrX	614869	614890
chrX	615015	615022
chrX	615089	615095
chrX	615169	615338
chrX	615833	615846
chrX	616274	616292
chrX	616392	616627
chrX	617886	618720
chrX	619009	619206
chrX	619799	619807
chrX	620113	620197
chrX	620228	620326
chrX	620500	620501
chrX	621102	621327
chrX	621374	621375
chrX	621398	621924
chrX	622095	622121
chrX	622343	622447
chrX	622750	623315
chrX	624428	624972
chrX	625264	625273
chrX	625376	625379
chrX	625509	625524
chrX	626130	626379
chrX	626697	626766
chrX	626878	626898
chrX	627692	628313
chrX	628379	628521
chrX	629266	629275
chrX	629609	629640
chrX	629675	629725
chrX	630617	630621
chrX	630954	630956
chrX	631274	631956
chrX	632235	632322
chrX	632630	633476
chrX	633596	633943
chrX	634072	634077
chrX	634361	634468
chrX	634766	634907
chrX	635070	635157
chrX	635321	635359
chrX	635648	635701
chrX	636343	636576
chrX	636614	637152
chrX	637499	637605
chrX	638039	638531
chrX	639899	640337
chrX	640573	640587
chrX	640776	640905
chrX	641161	641368
chrX	641931	642016
chrX	642131	642221
chrX	643501	644008
chrX	644271	644299
chrX	644351	644708
chrX	645299	645472
chrX	645521	645894
chrX	646230	646235
chrX	647044	647050
chrX	647083	647690
chrX	647731	647948
chrX	648243	648379
chrX	648675	648677
chrX	648972	649219
chrX	649760	649998
chrX	651147	651242
chrX	651524	651626
chrX	652031	652499
chrX	653429	653969
chrX	654582	654586
chrX	654894	654896
chrX	655215	656223
chrX	656271	656345
chrX	656664	657056
chrX	657475	657477
chrX	657772	657773
chrX	658155	658347
chrX	658892	659716
chrX	660070	660173
chrX	660239	660257
chrX	660345	660362
chrX	660666	660695
chrX	660974	660987
chrX	661286	661290
chrX	661654	661688
chrX	662201	662789
chrX	663104	663138
chrX	663319	663813
chrX	664109	664143
chrX	664364	665014
chrX	665429	666030
chrX	667341	667454
chrX	667754	667864
chrX	667992	668797
chrX	669561	669729
chrX	670369	670565
chrX	670992	671001
chrX	671333	671657
chrX	671839	671843
chrX	672492	672493
chrX	672682	672871
chrX	673471	673718
chrX	674343	675327
chrX	675364	675367
chrX	675631	675661
chrX	675962	675973
chrX	676448	677157
chrX	677295	677670
chrX	678420	678425
chrX	678635	678821
chrX	679352	679710
chrX	680324	680573
chrX	680893	681899
chrX	681943	682430
chrX	682471	682604
chrX	682864	682869
chrX	684164	684254
chrX	684886	685356
chrX	686210	686223
chrX	686772	686773
chrX	688299	688308
chrX	688375	689091
chrX	690517	691049
chrX	692186	692498
chrX	692716	692769
chrX	693061	693250
chrX	693556	693566
chrX	693847	693851
chrX	693874	693952
chrX	694152	695681
chrX	695717	695720
chrX	696033	696037
chrX	696329	696335
chrX	696394	696395
chrX	696613	696622
chrX	696939	697615
chrX	699845	699976
chrX	700014	700187
chrX	700419	701183
chrX	701832	701889
chrX	704901	704904
chrX	705004	705042
chrX	705124	705132
chrX	705433	705587
chrX	705989	706330
chrX	706416	707055
chrX	707390	707394
chrX	708210	708363
chrX	709317	709391
chrX	709414	709944
chrX	710613	710654
chrX	710974	711165
chrX	711360	711409
chrX	711761	711762
chrX	712287	712904
chrX	713008	713090
chrX	713286	713433
chrX	713723	714877
chrX	715186	715262
chrX	715337	715433
chrX	715714	715751
chrX	715795	715875
chrX	716178	716209
chrX	716527	716886
chrX	718081	718883
chrX	719167	719171
chrX	719480	719494
chrX	719530	719716
chrX	719870	719873
chrX	721356	721599
chrX	722136	722180
chrX	722943	722954
chrX	723342	723716
chrX	723801	724152
chrX	725712	725716
chrX	726128	726199
chrX	726229	726314
chrX	727311	727314
chrX	727500	727515
chrX	727874	728389
chrX	729576	729786
chrX	730057	730069
chrX	730512	730994
chrX	731217	731284
chrX	732194	732201
chrX	732337	732616
chrX	732638	733037
chrX	733336	733595
chrX	734093	734135
chrX	734307	735542
chrX	736424	736425
chrX	736723	738075
chrX	738392	738793
chrX	739542	739706
chrX	741919	742985
chrX	743585	743601
chrX	744703	744712
chrX	745368	745884
chrX	745934	745961
chrX	746416	746460
chrX	746545	746655
chrX	747012	747515
chrX	747608	747638
chrX	747930	748052
chrX	749536	750224
chrX	750649	750656
chrX	750683	750969
chrX	751010	751961
chrX	752063	752246
chrX	752316	752534
chrX	752567	752773
chrX	752907	752909
chrX	753196	753228
chrX	753611	753673
chrX	753964	754013
chrX	754075	754413
chrX	754605	754781
chrX	754870	754873
chrX	755273	755474
chrX	755780	756196
chrX	756390	756821
chrX	757105	757118
chrX	757489	757841
chrX	757891	757901
chrX	757950	758085
chrX	758394	758449
chrX	758874	759200
chrX	759508	759596
chrX	760968	761175
chrX	761247	761440
chrX	762211	762286
chrX	762643	762646
chrX	762817	762927
chrX	763343	763365
chrX	763654	764183
chrX	765110	765149
chrX	765420	765672
chrX	765722	766601
chrX	766978	766992
chrX	767467	767674
chrX	767756	767759
chrX	767798	767835
chrX	768129	768323
chrX	768497	768500
chrX	768602	768604
chrX	768692	768708
chrX	768941	769552
chrX	769863	770404
chrX	770829	771307
chrX	771522	771588
chrX	771695	771706
chrX	772534	773140
chrX	773451	774111
chrX	774390	774573
chrX	775829	776105
chrX	776164	776312
chrX	776633	776636
chrX	777026	777041
chrX	777199	777202
chrX	777514	777895
chrX	778506	778602
chrX	778896	778932
chrX	779614	779617
chrX	779749	779751
chrX	779918	779967
chrX	780352	780355
